part_id,num_fillet,num_hole,num_plane,smallest_fillet_r,smallest_hole_r,load_face,load_direction,load_scale,global_size_initial,global_size_final,converged,top2_features,local_refine_needed,local_size,,thickness,maxsize,load_id
25,5,8,17,1.27,1.55,tension,-1,high,3.125,2,1,"CIRC_HOLE,FACE",1,0.6328125,,2.5,30.162500381469727,174
25,5,8,17,1.27,1.55,bend_bottom,1,low,3.125,2.34375,0,"FILLET,FACE",1,0.988769531,,2.5,30.162500381469727,175
25,5,8,17,1.27,1.55,bend_bottom,1,medium,3.125,2.34375,0,"FILLET,FACE",1,0.988769531,,2.5,30.162500381469727,176
25,5,8,17,1.27,1.55,bend_bottom,1,high,3.125,2.34375,0,"FILLET,FACE",1,0.988769531,,2.5,30.162500381469727,177
25,5,8,17,1.27,1.55,tension,1,low,3.125,2,0,"CIRC_HOLE,FACE",1,0.6328125,,2.5,30.162500381469727,178
25,5,8,17,1.27,1.55,tension,1,medium,3.125,2,0,"CIRC_HOLE,FACE",1,0.6328125,,2.5,30.162500381469727,179
25,5,8,17,1.27,1.55,tension,1,high,3.125,2,0,"FACE,CIRC_HOLE",1,0.6328125,,2.5,30.162500381469727,180
26,5,8,17,0.81,1.55,bend_bottom,-1,low,3.75,2.4000000000000004,0,"FILLET,FACE",1,0.7593750000000001,,3,44.84687423706055,181
26,5,8,17,0.81,1.55,bend_bottom,-1,medium,3.75,2.4000000000000004,0,"FILLET,FACE",1,0.7593750000000001,,3,44.84687423706055,182
26,5,8,17,0.81,1.55,bend_bottom,-1,high,3.75,2.4000000000000004,0,"FILLET,FACE",1,0.7593750000000001,,3,44.84687423706055,183
26,5,8,17,0.81,1.55,tension,-1,low,3.75,2.4000000000000004,1,"CIRC_HOLE,FACE",1,1.0125000000000002,,3,44.84687423706055,184
26,5,8,17,0.81,1.55,tension,-1,medium,3.75,2.4000000000000004,1,"CIRC_HOLE,FACE",1,1.0125000000000002,,3,44.84687423706055,185
26,5,8,17,0.81,1.55,tension,-1,high,3.75,2.4000000000000004,0,"CIRC_HOLE,FACE",1,0.7593750000000001,,3,44.84687423706055,186
26,5,8,17,0.81,1.55,bend_bottom,1,low,3.75,2.4000000000000004,0,"FILLET,FACE",1,0.7593750000000001,,3,44.84687423706055,187
26,5,8,17,0.81,1.55,bend_bottom,1,medium,3.75,2.4000000000000004,0,"FILLET,FACE",1,0.7593750000000001,,3,44.84687423706055,188
26,5,8,17,0.81,1.55,bend_bottom,1,high,3.75,2.4000000000000004,0,"FILLET,FACE",1,0.7593750000000001,,3,44.84687423706055,189
26,5,8,17,0.81,1.55,tension,1,low,3.75,2.4000000000000004,1,"CIRC_HOLE,FACE",1,1.35,,3,44.84687423706055,190
26,5,8,17,0.81,1.55,tension,1,medium,3.75,2.4000000000000004,1,"FACE,CIRC_HOLE",1,1.35,,3,44.84687423706055,191
26,5,8,17,0.81,1.55,tension,1,high,3.75,2.4000000000000004,1,"FACE,CIRC_HOLE",1,1.35,,3,44.84687423706055,192
27,5,8,17,0.81,1.75,bend_bottom,-1,low,3.75,2.4000000000000004,0,"FILLET,FACE",1,0.7593750000000001,,3,59.928123474121094,193
27,5,8,17,0.81,1.75,bend_bottom,-1,medium,3.75,2.4000000000000004,0,"FILLET,FACE",1,0.7593750000000001,,3,59.928123474121094,194
27,5,8,17,0.81,1.75,bend_bottom,-1,high,3.75,2.4000000000000004,0,"FILLET,FACE",1,0.7593750000000001,,3,59.928123474121094,195
27,5,8,17,0.81,1.75,tension,-1,low,3.75,2.4000000000000004,1,"CIRC_HOLE,FACE",1,1.35,,3,59.928123474121094,196
27,5,8,17,0.81,1.75,tension,-1,medium,3.75,2.4000000000000004,1,"CIRC_HOLE,FACE",1,1.35,,3,59.928123474121094,197
27,5,8,17,0.81,1.75,tension,-1,high,3.75,2.4000000000000004,1,"CIRC_HOLE,FACE",1,1.35,,3,59.928123474121094,198
27,5,8,17,0.81,1.75,bend_bottom,1,low,3.75,2.4000000000000004,0,"FILLET,FACE",1,0.7593750000000001,,3,59.928123474121094,199
27,5,8,17,0.81,1.75,bend_bottom,1,medium,3.75,2.4000000000000004,0,"FILLET,FACE",1,0.7593750000000001,,3,59.928123474121094,200
27,5,8,17,0.81,1.75,bend_bottom,1,high,3.75,2.4000000000000004,0,"FILLET,FACE",1,0.7593750000000001,,3,59.928123474121094,201
27,5,8,17,0.81,1.75,tension,1,low,3.75,2.4000000000000004,0,"CIRC_HOLE,FACE",1,0.7593750000000001,,3,59.928123474121094,202
27,5,8,17,0.81,1.75,tension,1,medium,3.75,2.4000000000000004,0,"CIRC_HOLE,FACE",1,0.7593750000000001,,3,59.928123474121094,203
27,5,8,17,0.81,1.75,tension,1,high,3.75,2.4000000000000004,0,"CIRC_HOLE,FACE",1,0.7593750000000001,,3,59.928123474121094,204
29,0,4,17,16,2.1,bend_bottom,-1,low,4.375,2.8000000000000003,1,"CIRC_HOLE,FACE",1,1.1812500000000001,,3.5,23,205
29,0,4,17,16,2.1,bend_bottom,-1,medium,4.375,2.8000000000000003,0,"CIRC_HOLE,FACE",1,0.6644531250000001,,3.5,23,206
29,0,4,17,16,2.1,bend_bottom,-1,high,4.375,2.8000000000000003,1,"CIRC_HOLE,FACE",1,0.49833984375000007,,3.5,23,207
29,0,4,17,16,2.1,tension,-1,low,4.375,2.8000000000000003,1,"CIRC_HOLE,FACE",1,1.1812500000000001,,3.5,23,208
29,0,4,17,16,2.1,tension,-1,medium,4.375,2.8000000000000003,1,"CIRC_HOLE,FACE",1,1.1812500000000001,,3.5,23,209
29,0,4,17,16,2.1,tension,-1,high,4.375,2.8000000000000003,1,"CIRC_HOLE,FACE",1,1.1812500000000001,,3.5,23,210
29,0,4,17,16,2.1,bend_bottom,1,low,4.375,2.8000000000000003,1,"CIRC_HOLE,FACE",1,1.1812500000000001,,3.5,23,211
29,0,4,17,16,2.1,bend_bottom,1,medium,4.375,2.8000000000000003,1,"CIRC_HOLE,FACE",1,1.1812500000000001,,3.5,23,212
29,0,4,17,16,2.1,bend_bottom,1,high,4.375,2.8000000000000003,1,"CIRC_HOLE,FACE",1,1.1812500000000001,,3.5,23,213
29,0,4,17,16,2.1,tension,1,low,4.375,2.8000000000000003,1,"CIRC_HOLE,FACE",1,1.1812500000000001,,3.5,23,214
29,0,4,17,16,2.1,tension,1,medium,4.375,2.8000000000000003,1,"CIRC_HOLE,FACE",1,1.1812500000000001,,3.5,23,215
29,0,4,17,16,2.1,tension,1,high,4.375,2.8000000000000003,1,"CIRC_HOLE,FACE",1,1.1812500000000001,,3.5,23,216
36,2,16,12,0.762,1.7526,bend_bottom,-1,low,1.9,1.2160000000000002,1,"CIRC_HOLE,FACE",1,0.3847500000000001,,1.52,34.92500197887421,217
36,2,16,12,0.762,1.7526,bend_bottom,-1,medium,1.9,1.2160000000000002,1,"CIRC_HOLE,FACE",1,0.3847500000000001,,1.52,34.92500197887421,218
36,2,16,12,0.762,1.7526,bend_bottom,-1,high,1.9,1.2160000000000002,1,"CIRC_HOLE,FACE",1,0.3847500000000001,,1.52,34.92500197887421,219
36,2,16,12,0.762,1.7526,tension,-1,low,1.9,1.2160000000000002,1,"CIRC_HOLE,CIRC_HOLE",1,0.28856250000000006,,1.52,34.92500197887421,220
36,2,16,12,0.762,1.7526,tension,-1,medium,1.9,1.2160000000000002,1,"CIRC_HOLE,CIRC_HOLE",1,0.28856250000000006,,1.52,34.92500197887421,221
36,2,16,12,0.762,1.7526,tension,-1,high,1.9,1.2160000000000002,1,"CIRC_HOLE,CIRC_HOLE",1,0.28856250000000006,,1.52,34.92500197887421,222
36,2,16,12,0.762,1.7526,bend_bottom,1,low,1.9,1.2160000000000002,1,"CIRC_HOLE,FACE",1,0.3847500000000001,,1.52,34.92500197887421,223
36,2,16,12,0.762,1.7526,bend_bottom,1,medium,1.9,1.2160000000000002,1,"CIRC_HOLE,FACE",1,0.3847500000000001,,1.52,34.92500197887421,224
36,2,16,12,0.762,1.7526,bend_bottom,1,high,1.9,1.2160000000000002,1,"CIRC_HOLE,FACE",1,0.5130000000000001,,1.52,34.92500197887421,225
36,2,16,12,0.762,1.7526,tension,1,low,1.9,1.2160000000000002,1,"CIRC_HOLE,FACE",1,0.6840000000000002,,1.52,34.92500197887421,226
36,2,16,12,0.762,1.7526,tension,1,medium,1.9,1.2160000000000002,1,"CIRC_HOLE,FACE",1,0.6840000000000002,,1.52,34.92500197887421,227
36,2,16,12,0.762,1.7526,tension,1,high,1.9,1.2160000000000002,1,"CIRC_HOLE,CIRC_HOLE",1,0.6840000000000002,,1.52,34.92500197887421,228
37,2,8,12,0.762,1.7526,bend_bottom,-1,low,1.9050000607967377,1.2192000389099122,0,"FACE,CIRC_HOLE",1,0.3857625123113394,,1.52,38.10000121593475,229
37,2,8,12,0.762,1.7526,bend_bottom,-1,medium,1.9050000607967377,1.2192000389099122,0,"FACE,CIRC_HOLE",1,0.3857625123113394,,1.52,38.10000121593475,230
37,2,8,12,0.762,1.7526,bend_bottom,-1,high,1.9050000607967377,1.2192000389099122,0,"FACE,CIRC_HOLE",1,0.3857625123113394,,1.52,38.10000121593475,231
37,2,8,12,0.762,1.7526,tension,-1,low,1.9050000607967377,1.2192000389099122,1,"CIRC_HOLE,CIRC_HOLE",1,0.2893218842335046,,1.52,38.10000121593475,232
37,2,8,12,0.762,1.7526,tension,-1,medium,1.9050000607967377,1.2192000389099122,1,"CIRC_HOLE,CIRC_HOLE",1,0.2893218842335046,,1.52,38.10000121593475,233
37,2,8,12,0.762,1.7526,tension,-1,high,1.9050000607967377,1.2192000389099122,1,"CIRC_HOLE,CIRC_HOLE",1,0.21699141317512843,,1.52,38.10000121593475,234
37,2,8,12,0.762,1.7526,bend_bottom,1,low,1.9050000607967377,1.2192000389099122,1,"CIRC_HOLE,FACE",1,0.3857625123113394,,1.52,38.10000121593475,235
37,2,8,12,0.762,1.7526,bend_bottom,1,medium,1.9050000607967377,1.2192000389099122,1,"CIRC_HOLE,FACE",1,0.3857625123113394,,1.52,38.10000121593475,236
37,2,8,12,0.762,1.7526,bend_bottom,1,high,1.9050000607967377,1.2192000389099122,1,"FACE,FILLET",1,0.3857625123113394,,1.52,38.10000121593475,237
37,2,8,12,0.762,1.7526,tension,1,low,1.9050000607967377,1.2192000389099122,1,"CIRC_HOLE,FACE",1,0.5143500164151192,,1.52,38.10000121593475,238
37,2,8,12,0.762,1.7526,tension,1,medium,1.9050000607967377,1.2192000389099122,1,"CIRC_HOLE,CIRC_HOLE",1,0.5143500164151192,,1.52,38.10000121593475,239
37,2,8,12,0.762,1.7526,tension,1,high,1.9050000607967377,1.2192000389099122,1,"CIRC_HOLE,FACE",1,0.5143500164151192,,1.52,38.10000121593475,240
43,6,16,8,0.6985,2.0828,bend_bottom,-1,low,3.5,2.24,0,"FACE,CIRC_HOLE",1,0.7087500000000001,,2.8,66.674999833107,241
43,6,16,8,0.6985,2.0828,bend_bottom,-1,medium,3.5,2.24,0,"FACE,CIRC_HOLE",1,0.7087500000000001,,2.8,66.674999833107,242
43,6,16,8,0.6985,2.0828,bend_bottom,-1,high,3.5,2.24,1,"FILLET,FACE",1,0.7087500000000001,,2.8,66.674999833107,243
43,6,16,8,0.6985,2.0828,tension,-1,low,3.5,2.24,1,"CIRC_HOLE,CIRC_HOLE",1,0.7087500000000001,,2.8,66.674999833107,244
43,6,16,8,0.6985,2.0828,tension,-1,medium,3.5,2.24,1,"CIRC_HOLE,CIRC_HOLE",1,0.7087500000000001,,2.8,66.674999833107,245
43,6,16,8,0.6985,2.0828,tension,-1,high,3.5,2.24,1,"CIRC_HOLE,CIRC_HOLE",1,0.7087500000000001,,2.8,66.674999833107,246
43,6,16,8,0.6985,2.0828,bend_bottom,1,low,3.5,2.24,0,"CIRC_HOLE,FACE",1,0.7087500000000001,,2.8,66.674999833107,247
43,6,16,8,0.6985,2.0828,bend_bottom,1,medium,3.5,2.24,0,"FILLET,FACE",1,0.7087500000000001,,2.8,66.674999833107,248
43,6,16,8,0.6985,2.0828,bend_bottom,1,high,3.5,2.24,1,"FILLET,FACE",1,0.7087500000000001,,2.8,66.674999833107,249
43,6,16,8,0.6985,2.0828,tension,1,low,3.5,2.24,1,"CIRC_HOLE,CIRC_HOLE",1,0.398671875,,2.8,66.674999833107,250
43,6,16,8,0.6985,2.0828,tension,1,medium,3.5,2.24,1,"CIRC_HOLE,CIRC_HOLE",1,0.398671875,,2.8,66.674999833107,251
43,6,16,8,0.6985,2.0828,tension,1,high,3.5,2.24,1,"CIRC_HOLE,FACE",1,0.7087500000000001,,2.8,66.674999833107,252
44,6,16,8,0.6985,2.0828,bend_bottom,-1,low,4.603749686479569,2.7622498118877417,1,"CIRC_HOLE,FACE",1,1.5537655191868547,,2.8,92.07499372959137,253
44,6,16,8,0.6985,2.0828,bend_bottom,-1,medium,4.603749686479569,2.5896091986447574,0,"FILLET,FACE",1,1.456655174237676,,2.8,92.07499372959137,254
44,6,16,8,0.6985,2.0828,bend_bottom,-1,high,4.603749686479569,2.5896091986447574,0,"FILLET,FACE",1,1.456655174237676,,2.8,92.07499372959137,255
44,6,16,8,0.6985,2.0828,tension,-1,low,4.603749686479569,2.946399799346924,1,"FACE,CIRC_HOLE",1,1.657349887132645,,2.8,92.07499372959137,256
44,6,16,8,0.6985,2.0828,tension,-1,medium,4.603749686479569,2.946399799346924,1,"FACE,CIRC_HOLE",1,1.657349887132645,,2.8,92.07499372959137,257
44,6,16,8,0.6985,2.0828,tension,-1,high,4.603749686479569,2.946399799346924,1,"FACE,CIRC_HOLE",1,1.657349887132645,,2.8,92.07499372959137,258
44,6,16,8,0.6985,2.0828,bend_bottom,1,low,4.603749686479569,2.7622498118877417,0,"CIRC_HOLE,FACE",1,1.165324139390141,,2.8,92.07499372959137,259
44,6,16,8,0.6985,2.0828,bend_bottom,1,medium,4.603749686479569,2.5896091986447574,0,"FILLET,FACE",1,1.456655174237676,,2.8,92.07499372959137,260
44,6,16,8,0.6985,2.0828,bend_bottom,1,high,4.603749686479569,2.5896091986447574,0,"FILLET,FACE",1,1.456655174237676,,2.8,92.07499372959137,261
44,6,16,8,0.6985,2.0828,tension,1,low,4.603749686479569,2.946399799346924,1,"FACE,CIRC_HOLE",1,1.657349887132645,,2.8,92.07499372959137,262
44,6,16,8,0.6985,2.0828,tension,1,medium,4.603749686479569,2.946399799346924,1,"FACE,CIRC_HOLE",1,1.657349887132645,,2.8,92.07499372959137,263
44,6,16,8,0.6985,2.0828,tension,1,high,4.603749686479569,2.946399799346924,1,"FACE,CIRC_HOLE",1,1.657349887132645,,2.8,92.07499372959137,264
50,1,0,25,3.0988,0,bend_bottom,-1,low,7.75,4.960000000000001,1,"FILLET,FACE",1,1.5693750000000002,,6.2,65.02399444580078,265
50,1,0,25,3.0988,0,bend_bottom,-1,medium,7.75,4.960000000000001,1,"FILLET,FACE",1,1.5693750000000002,,6.2,65.02399444580078,266
50,1,0,25,3.0988,0,bend_bottom,-1,high,7.75,4.960000000000001,1,"FILLET,FACE",1,1.5693750000000002,,6.2,65.02399444580078,267
50,1,0,25,3.0988,0,tension,-1,low,7.75,3.26953125,1,"FACE,FACE",1,3.26953125,,6.2,65.02399444580078,268
50,1,0,25,3.0988,0,tension,-1,medium,7.75,3.26953125,1,"FACE,FACE",1,3.26953125,,6.2,65.02399444580078,269
50,1,0,25,3.0988,0,tension,-1,high,7.75,3.26953125,1,"FACE,FACE",1,3.26953125,,6.2,65.02399444580078,270
50,1,0,25,3.0988,0,bend_bottom,1,low,7.75,4.960000000000001,1,"FILLET,FACE",1,1.5693750000000002,,6.2,65.02399444580078,271
50,1,0,25,3.0988,0,bend_bottom,1,medium,7.75,4.960000000000001,1,"FILLET,FACE",1,1.5693750000000002,,6.2,65.02399444580078,272
50,1,0,25,3.0988,0,bend_bottom,1,high,7.75,4.960000000000001,1,"FILLET,FACE",1,1.5693750000000002,,6.2,65.02399444580078,273
50,1,0,25,3.0988,0,tension,1,low,7.75,3.26953125,1,"FACE,FACE",1,3.26953125,,6.2,65.02399444580078,274
50,1,0,25,3.0988,0,tension,1,medium,7.75,3.26953125,1,"FACE,FACE",1,3.26953125,,6.2,65.02399444580078,275
50,1,0,25,3.0988,0,tension,1,high,7.75,3.26953125,1,"FACE,FACE",1,3.26953125,,6.2,65.02399444580078,276
51,2,16,12,1.397,2.0828,bend_bottom,-1,low,3.968749839067459,2.539999897003174,1,"FACE,CIRC_HOLE",1,1.071562456548214,,2.8,79.37499678134918,277
51,2,16,12,1.397,2.0828,bend_bottom,-1,medium,3.968749839067459,2.2324217844754455,1,"FACE,FILLET",1,1.255737253767438,,2.8,79.37499678134918,278
51,2,16,12,1.397,2.0828,bend_bottom,-1,high,3.968749839067459,2.2324217844754455,1,"FACE,FILLET",1,1.255737253767438,,2.8,79.37499678134918,279
51,2,16,12,1.397,2.0828,tension,-1,low,3.968749839067459,2.539999897003174,1,"CIRC_HOLE,CIRC_HOLE",1,0.8036718424111605,,2.8,79.37499678134918,280
51,2,16,12,1.397,2.0828,tension,-1,medium,3.968749839067459,2.539999897003174,0,"CIRC_HOLE,CIRC_HOLE",1,0.4520654113562778,,2.8,79.37499678134918,281
51,2,16,12,1.397,2.0828,tension,-1,high,3.968749839067459,2.539999897003174,0,"CIRC_HOLE,CIRC_HOLE",1,0.4520654113562778,,2.8,79.37499678134918,282
51,2,16,12,1.397,2.0828,bend_bottom,1,low,3.968749839067459,2.3812499034404757,0,"FILLET,FACE",1,1.0045898030139506,,2.8,79.37499678134918,283
51,2,16,12,1.397,2.0828,bend_bottom,1,medium,3.968749839067459,2.2324217844754455,1,"FACE,FILLET",1,1.255737253767438,,2.8,79.37499678134918,284
51,2,16,12,1.397,2.0828,bend_bottom,1,high,3.968749839067459,2.2324217844754455,1,"FACE,FILLET",1,1.255737253767438,,2.8,79.37499678134918,285
51,2,16,12,1.397,2.0828,tension,1,low,3.968749839067459,2.539999897003174,1,"CIRC_HOLE,CIRC_HOLE",1,0.8036718424111605,,2.8,79.37499678134918,286
51,2,16,12,1.397,2.0828,tension,1,medium,3.968749839067459,2.539999897003174,1,"CIRC_HOLE,CIRC_HOLE",1,0.8036718424111605,,2.8,79.37499678134918,287
51,2,16,12,1.397,2.0828,tension,1,high,3.968749839067459,2.539999897003174,1,"CIRC_HOLE,CIRC_HOLE",1,1.4287499420642855,,2.8,79.37499678134918,288
52,2,20,12,1.397,2.0828,bend_bottom,-1,low,6.032500296831131,3.0886401519775397,1,"FACE,CIRC_HOLE",1,1.3030200641155245,,2.8,120.65000593662262,289
52,2,20,12,1.397,2.0828,bend_bottom,-1,medium,6.032500296831131,3.0886401519775397,1,"FACE,CIRC_HOLE",1,1.3030200641155245,,2.8,120.65000593662262,290
52,2,20,12,1.397,2.0828,bend_bottom,-1,high,6.032500296831131,3.393281416967511,1,"FACE,FACE",1,3.393281416967511,,2.8,120.65000593662262,291
52,2,20,12,1.397,2.0828,tension,-1,low,6.032500296831131,3.0886401519775397,1,"CIRC_HOLE,CIRC_HOLE",1,1.3030200641155245,,2.8,120.65000593662262,292
52,2,20,12,1.397,2.0828,tension,-1,medium,6.032500296831131,3.0886401519775397,1,"CIRC_HOLE,CIRC_HOLE",1,1.3030200641155245,,2.8,120.65000593662262,293
52,2,20,12,1.397,2.0828,tension,-1,high,6.032500296831131,3.0886401519775397,1,"CIRC_HOLE,CIRC_HOLE",1,1.3030200641155245,,2.8,120.65000593662262,294
52,2,20,12,1.397,2.0828,bend_bottom,1,low,6.032500296831131,3.0886401519775397,1,"FILLET,CIRC_HOLE",1,1.3030200641155245,,2.8,120.65000593662262,295
52,2,20,12,1.397,2.0828,bend_bottom,1,medium,6.032500296831131,2.316480113983155,0,"FACE,CIRC_HOLE",1,0.9772650480866434,,2.8,120.65000593662262,296
52,2,20,12,1.397,2.0828,bend_bottom,1,high,6.032500296831131,3.393281416967511,1,"FACE,FACE",1,3.393281416967511,,2.8,120.65000593662262,297
52,2,20,12,1.397,2.0828,tension,1,low,6.032500296831131,3.0886401519775397,1,"CIRC_HOLE,CIRC_HOLE",1,1.3030200641155245,,2.8,120.65000593662262,298
52,2,20,12,1.397,2.0828,tension,1,medium,6.032500296831131,3.0886401519775397,1,"CIRC_HOLE,FACE",1,0.9772650480866434,,2.8,120.65000593662262,299
52,2,20,12,1.397,2.0828,tension,1,high,6.032500296831131,2.4709121215820318,0,"CIRC_HOLE,CIRC_HOLE",1,0.5863590288519861,,2.8,120.65000593662262,300
